"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"342-6316","no",102,"415",0,125,19.52,114.8,126,6.96,81.9,4,3.24,12.0,"no",101,13.69,304.3,0,"no"
"336-5920","no",122,"415",0,96,39.53,232.5,120,17.47,205.5,2,3.21,11.9,"no",91,9.62,213.7,0,"no"
"332-1060","no",41,"415",1,117,24.41,143.6,108,12.95,152.4,3,2.32,8.6,"no",110,8.75,194.4,0,"no"
"418-3426","no",132,"415",2,132,30.04,176.7,80,20.75,244.1,4,2.46,9.1,"no",120,7.93,176.3,0,"no"
"408-6326","yes",76,"415",1,148,44.78,263.4,69,19.58,230.3,5,3.08,11.4,"no",101,7.68,170.6,0,"no"
"334-6142","no",13,"415",1,74,24.89,146.4,92,12.62,148.5,3,3.05,11.3,"no",96,9.75,216.7,0,"no"
"336-6128","no",115,"415",2,72,24.65,145.0,157,16.53,194.5,3,3.83,14.2,"no",138,10.9,242.3,33,"yes"
"406-6708","no",67,"408",1,91,28.53,167.8,69,14.25,167.7,12,2.27,8.4,"no",71,4.96,110.3,0,"no"
"388-8670","no",154,"510",0,99,28.37,166.9,97,13.17,154.9,5,1.94,7.2,"no",89,8.52,189.4,0,"no"
"363-5853","no",100,"510",2,87,24.23,142.5,88,16.63,195.7,8,2.11,7.8,"no",117,5.49,122.1,0,"no"
"383-6544","no",146,"510",1,65,22.61,133.0,93,22.34,262.8,3,3.02,11.2,"yes",128,9.64,214.3,0,"no"
"378-2940","no",148,"415",1,129,42.99,252.9,88,24.17,284.3,1,3.32,12.3,"no",99,11.83,262.8,11,"yes"
"338-7683","no",67,"415",2,94,16.15,95.0,73,24.75,291.2,2,2.7,10.0,"no",114,7.18,159.6,28,"yes"
"329-2786","yes",161,"510",1,106,33.01,194.2,105,21.2,249.4,1,3.48,12.9,"yes",129,11.47,254.9,0,"no"
"369-9465","no",70,"415",1,114,37.88,222.8,113,18.35,215.9,0,0.0,0.0,"no",122,10.06,223.5,0,"no"
"337-3769","no",116,"510",0,82,34.31,201.8,95,19.68,231.5,5,4.46,16.5,"no",130,10.17,226.1,0,"no"
"400-6257","yes",99,"415",2,125,36.72,216.0,104,19.75,232.3,4,2.51,9.3,"no",100,9.7,215.5,42,"yes"
"411-6663","no",87,"415",1,108,24.87,146.3,102,14.6,171.8,9,1.43,5.3,"no",66,7.54,167.5,0,"no"
"384-3101","no",87,"510",1,85,39.92,234.8,91,11.98,140.9,5,2.57,9.5,"no",93,9.19,204.3,0,"no"
"339-5329","no",70,"408",2,111,33.76,198.6,115,18.18,213.9,6,2.86,10.6,"no",105,7.7,171.2,0,"no"
"388-9944","no",131,"408",2,80,16.05,94.4,101,18.28,215.1,9,3.54,13.1,"no",108,8.09,179.7,0,"no"
"403-1769","no",119,"510",2,74,32.37,190.4,113,18.33,215.6,1,2.7,10.0,"no",111,7.25,161.2,0,"no"
"390-1612","no",119,"408",3,77,24.24,142.6,126,17.7,208.2,2,3.24,12.0,"no",102,7.69,171.0,32,"yes"
"421-7214","no",87,"510",0,80,22.81,134.2,71,14.03,165.0,5,2.89,10.7,"yes",102,7.79,173.1,0,"no"
"338-6962","yes",112,"415",5,92,19.02,111.9,143,9.69,114.0,3,3.81,14.1,"no",79,6.61,146.8,0,"no"
"333-9826","no",75,"415",2,89,20.88,122.8,104,17.96,211.3,2,2.89,10.7,"no",91,11.76,261.4,0,"no"
"411-8549","no",150,"510",4,77,32.18,189.3,105,18.78,220.9,5,2.48,9.2,"no",117,10.74,238.7,0,"no"
"381-9234","no",161,"510",0,112,40.87,240.4,102,17.15,201.8,6,4.35,16.1,"no",112,9.27,206.1,38,"yes"
"387-9855","no",91,"510",0,112,15.9,93.5,128,15.59,183.4,3,2.67,9.9,"yes",133,10.83,240.7,24,"yes"
"371-6990","no",124,"415",3,104,26.96,158.6,77,17.95,211.2,8,2.75,10.2,"no",104,8.07,179.3,0,"no"
"417-3046","no",94,"510",4,109,41.34,243.2,88,12.5,147.0,4,1.94,7.2,"yes",99,4.27,94.9,0,"no"
"385-7082","no",217,"408",4,115,29.99,176.4,128,13.5,158.8,3,2.51,9.3,"no",107,13.8,306.6,0,"no"
"365-5886","no",158,"510",0,129,37.55,220.9,108,20.59,242.2,5,1.73,6.4,"no",75,10.5,233.3,0,"no"
"373-5196","no",102,"415",0,87,24.55,144.4,128,22.65,266.5,7,1.92,7.1,"no",59,9.79,217.6,0,"no"
"327-6194","no",85,"510",0,107,36.09,212.3,103,19.41,228.4,3,2.08,7.7,"no",116,7.35,163.3,0,"no"
"381-4565","no",79,"510",1,72,24.99,147.0,102,14.08,165.7,9,2.27,8.4,"no",107,10.94,243.2,0,"no"
"357-9832","no",139,"510",2,112,16.35,96.2,70,15.21,178.9,10,3.48,12.9,"no",84,8.19,182.1,25,"yes"
"396-4845","no",103,"415",0,118,44.78,263.4,69,15.22,179.1,2,2.78,10.3,"no",112,9.66,214.7,0,"no"
"378-6772","no",98,"415",1,67,2.13,12.5,90,21.81,256.6,9,2.08,7.7,"yes",88,7.62,169.4,0,"no"
"353-4296","no",78,"408",2,116,27.59,162.3,86,16.35,192.4,3,2.73,10.1,"no",100,10.83,240.6,0,"no"
"362-8331","no",50,"408",1,107,31.21,183.6,118,4.98,58.6,3,2.35,8.7,"no",99,9.12,202.6,0,"no"
"362-4685","no",161,"415",1,109,30.28,178.1,86,12.45,146.5,2,2.3,8.5,"no",78,6.19,137.6,0,"no"
"383-1431","no",67,"408",0,101,34.24,201.4,122,8.3,97.6,3,1.89,7.0,"no",119,9.11,202.5,0,"no"
"332-2258","no",86,"415",1,158,20.91,123.0,119,11.38,133.9,4,3.59,13.3,"no",103,6.22,138.2,38,"yes"
"375-8304","no",92,"510",0,125,35.36,208.0,76,16.91,198.9,6,2.32,8.6,"no",97,3.44,76.4,0,"no"
"340-5580","no",174,"415",1,72,40.66,239.2,124,16.02,188.5,3,2.38,8.8,"no",116,4.75,105.6,0,"no"
"362-1490","no",124,"510",1,97,32.81,193.0,99,7.63,89.8,3,4.13,15.3,"no",104,7.78,172.8,0,"no"
"336-4281","no",132,"415",1,101,29.67,174.5,105,20.88,245.6,9,2.78,10.3,"no",76,7.78,172.8,31,"yes"
"361-1315","no",190,"415",1,71,19.84,116.7,88,12.4,145.9,3,2.67,9.9,"no",103,7.88,175.1,26,"yes"
"342-5906","no",101,"510",1,127,15.95,93.8,104,12.75,150.0,2,2.89,10.7,"no",116,10.85,241.1,0,"no"
"405-7904","no",185,"415",2,114,26.2,154.1,106,10.09,118.7,3,3.48,12.9,"yes",105,11.63,258.4,30,"yes"
"349-4762","no",68,"415",0,82,40.72,239.5,105,17.32,203.8,6,2.67,9.9,"no",70,7.55,167.8,29,"yes"
"385-3263","no",117,"510",0,140,36.72,216.0,69,19.05,224.1,4,3.19,11.8,"no",112,12.06,267.9,25,"yes"
"405-9496","no",118,"408",1,97,31.86,187.4,89,15.11,177.8,6,3.29,12.2,"no",97,10.5,233.4,0,"no"
"396-6775","no",124,"415",0,119,28.46,167.4,143,19.82,233.2,5,2.78,10.3,"no",115,4.93,109.6,0,"no"
"393-6475","no",22,"510",1,108,27.27,160.4,88,18.54,218.1,4,3.38,12.5,"no",115,8.68,192.9,0,"no"
"379-7779","no",75,"415",1,92,24.34,143.2,142,17.77,209.1,9,3.21,11.9,"no",96,7.79,173.0,0,"no"
"408-8650","no",134,"408",1,122,34.9,205.3,155,20.44,240.5,9,1.35,5.0,"no",107,8.06,179.1,0,"no"
"400-3497","no",164,"408",1,88,37.25,219.1,99,12.88,151.5,6,3.86,14.3,"no",60,2.25,50.1,25,"yes"
"407-9244","no",44,"510",1,77,24.34,143.2,114,14.43,169.8,4,2.05,7.6,"no",77,9.71,215.8,0,"no"
"406-8809","no",177,"415",2,106,39.58,232.8,97,14.89,175.2,7,3.38,12.5,"no",77,9.55,212.2,0,"no"
"358-1778","no",110,"408",0,81,27.54,162.0,89,21.04,247.5,8,2.4,8.9,"no",99,7.0,155.5,0,"no"
"337-4339","no",53,"415",1,119,4.4,25.9,96,17.55,206.5,7,1.76,6.5,"no",64,10.26,228.1,27,"yes"
"344-7197","yes",108,"415",4,123,26.21,154.2,86,9.55,112.3,4,4.16,15.4,"no",75,11.09,246.4,0,"no"
"333-7631","yes",80,"408",0,113,54.79,322.3,95,18.87,222.0,8,1.81,6.7,"no",123,7.33,162.8,0,"no"
"372-6623","no",158,"408",1,112,35.68,209.9,82,18.81,221.3,3,2.21,8.2,"no",93,9.45,210.0,0,"no"
"363-2602","no",114,"415",0,88,32.56,191.5,78,14.89,175.2,0,0.0,0.0,"no",118,9.91,220.3,0,"no"
"387-7757","no",64,"408",1,150,49.49,291.1,123,19.27,226.7,2,2.03,7.5,"no",67,9.86,219.1,19,"yes"
"397-5381","no",88,"415",3,115,36.65,215.6,85,18.38,216.2,1,3.19,11.8,"no",65,7.71,171.3,0,"no"
"406-4604","no",82,"510",3,101,35.5,208.8,87,18.16,213.7,6,3.35,12.4,"yes",86,7.88,175.1,0,"no"
"376-9513","no",111,"415",3,97,43.5,255.9,129,17.35,204.1,5,3.32,12.3,"no",84,7.71,171.3,0,"no"
"360-1852","no",60,"408",2,97,42.96,252.7,121,18.79,221.1,4,3.35,12.4,"no",100,4.95,109.9,0,"no"
"421-7270","no",113,"408",3,72,22.46,132.1,107,21.04,247.5,6,1.86,6.9,"no",123,11.08,246.2,0,"no"
"371-9482","no",109,"408",1,115,36.89,217.0,142,17.6,207.0,4,2.21,8.2,"no",106,12.06,268.0,0,"no"
"337-4101","no",105,"510",0,79,17.32,101.9,97,18.96,223.1,2,3.48,12.9,"no",77,10.87,241.6,42,"yes"
"420-2796","no",85,"510",2,100,35.96,211.5,88,15.69,184.6,4,3.59,13.3,"no",131,7.39,164.3,0,"no"
"366-4225","no",131,"510",0,86,26.08,153.4,81,16.87,198.5,3,2.81,10.4,"no",83,7.4,164.4,0,"no"
"398-4567","no",59,"510",2,95,28.27,166.3,87,20.34,239.3,3,2.7,10.0,"no",108,5.54,123.2,0,"no"
"388-4571","no",148,"408",1,87,31.48,185.2,96,14.48,170.4,13,2.57,9.5,"no",104,7.43,165.1,0,"no"
"360-8666","no",210,"408",2,121,17.78,104.6,71,12.71,149.5,8,1.76,6.5,"no",67,11.48,255.1,0,"no"
"333-3704","no",115,"415",0,105,41.68,245.2,109,13.52,159.0,8,1.94,7.2,"no",74,10.35,229.9,0,"no"
"383-2566","no",106,"510",1,120,46.65,274.4,82,16.88,198.6,3,1.62,6.0,"no",62,7.24,160.8,0,"no"
"406-5584","no",93,"415",1,78,16.73,98.4,129,21.22,249.6,4,3.83,14.2,"no",114,11.17,248.2,0,"no"
"344-4691","no",57,"415",1,121,47.58,279.9,109,18.96,223.1,2,3.51,13.0,"no",94,11.33,251.7,29,"yes"
"347-9737","no",98,"510",1,127,31.82,187.2,88,16.63,195.6,4,1.38,5.1,"no",129,8.18,181.8,0,"no"
"333-7961","no",157,"415",3,95,46.95,276.2,119,14.09,165.8,4,0.59,2.2,"no",79,6.82,151.6,0,"no"
"364-2439","no",116,"415",1,104,34.07,200.4,89,23.19,272.8,4,2.24,8.3,"no",100,9.65,214.5,35,"yes"
"411-8043","no",30,"510",2,96,27.59,162.3,122,20.74,244.0,4,2.46,9.1,"no",89,8.1,180.1,0,"no"
"332-5084","yes",111,"510",4,128,30.07,176.9,56,8.74,102.8,2,2.84,10.5,"no",84,9.62,213.7,0,"no"
"413-4831","no",52,"415",0,78,28.14,165.5,89,17.47,205.5,6,3.29,12.2,"no",124,9.61,213.6,0,"no"
"343-4806","no",72,"415",4,93,37.03,217.8,113,16.12,189.7,5,2.81,10.4,"no",91,8.22,182.6,0,"no"
"401-8735","yes",135,"510",2,100,34.24,201.4,117,20.95,246.5,4,3.48,12.9,"no",131,6.97,154.8,28,"yes"
"391-8626","no",86,"510",3,115,32.39,190.5,130,15.27,179.6,5,2.73,10.1,"no",89,11.63,258.5,0,"no"
"327-5817","no",98,"415",3,97,30.58,179.9,89,16.08,189.2,7,3.46,12.8,"no",76,7.39,164.3,29,"yes"
"381-4712","no",151,"510",3,104,40.1,235.9,91,6.85,80.6,2,1.57,5.8,"no",116,9.58,212.8,0,"no"
"335-3320","no",118,"415",0,112,23.87,140.4,60,15.9,187.1,1,2.13,7.9,"no",155,9.36,207.9,0,"no"
"415-8780","no",117,"415",2,115,24.58,144.6,66,22.0,258.8,9,2.0,7.4,"no",113,11.39,253.2,0,"no"
"362-1146","no",55,"510",0,100,32.13,189.0,99,10.07,118.5,6,4.62,17.1,"no",87,11.16,248.1,0,"no"
"352-7413","no",82,"408",0,93,17.17,101.0,104,13.23,155.6,2,3.59,13.3,"no",93,13.7,304.4,0,"no"
"387-6716","no",152,"415",1,98,35.07,206.3,82,24.89,292.8,4,2.86,10.6,"no",121,1.97,43.7,0,"no"
"352-1127","no",108,"408",1,85,28.07,165.1,93,22.7,267.0,4,2.94,10.9,"no",114,11.28,250.7,15,"yes"
"368-1288","yes",98,"408",1,129,28.05,165.0,113,17.22,202.6,7,3.38,12.5,"no",94,7.75,172.3,0,"no"
"403-5279","no",130,"415",3,95,26.5,155.9,97,21.77,256.1,3,3.16,11.7,"no",103,11.83,262.9,0,"no"
"397-9333","no",136,"408",1,122,33.86,199.2,114,18.25,214.7,7,3.19,11.8,"yes",105,6.79,150.9,0,"no"
"411-7353","no",47,"415",3,116,26.4,155.3,85,16.0,188.2,4,3.32,12.3,"no",73,11.12,247.0,0,"no"
"383-2537","no",189,"415",3,106,35.41,208.3,123,20.12,236.7,5,3.05,11.3,"no",120,8.06,179.1,0,"no"
"330-4419","no",107,"415",1,79,26.71,157.1,124,13.82,162.6,6,3.27,12.1,"no",138,6.75,150.0,0,"no"
"390-7930","yes",91,"415",5,165,26.25,154.4,121,14.31,168.3,4,3.16,11.7,"no",81,10.8,239.9,0,"no"
"362-5111","yes",159,"415",1,105,32.15,189.1,147,20.92,246.1,5,2.81,10.4,"no",106,10.89,242.0,0,"no"
"358-6796","no",11,"408",2,98,22.36,131.5,111,19.57,230.2,3,2.7,10.0,"no",87,12.77,283.7,24,"yes"
"409-7494","no",167,"415",1,85,28.29,166.4,135,20.67,243.2,5,2.67,9.9,"no",95,10.31,229.2,0,"no"
"400-1636","no",111,"408",2,75,24.19,142.3,106,10.44,122.8,9,3.46,12.8,"no",94,10.33,229.5,0,"no"
"389-2747","no",99,"408",2,103,14.91,87.7,86,18.96,223.0,4,1.97,7.3,"no",112,8.2,182.3,19,"yes"
"415-2176","no",159,"415",0,78,31.3,184.1,71,16.53,194.5,3,4.56,16.9,"no",101,10.15,225.6,19,"yes"
"377-8067","no",114,"415",2,104,29.67,174.5,92,19.06,224.2,10,3.32,12.3,"yes",91,5.23,116.3,31,"yes"
"362-7835","no",71,"415",2,103,17.56,103.3,79,11.77,138.5,2,2.43,9.0,"no",98,7.42,164.8,0,"no"
"361-5225","no",122,"415",1,62,5.97,35.1,89,15.37,180.8,2,3.43,12.7,"no",58,11.32,251.6,0,"no"
"333-3447","no",100,"408",1,94,41.92,246.6,112,12.02,141.4,5,3.51,13.0,"no",109,8.54,189.8,25,"yes"
"341-3044","no",83,"415",1,109,13.35,78.5,101,17.89,210.5,4,3.19,11.8,"no",102,8.09,179.7,37,"yes"
"350-7306","yes",64,"408",5,73,25.18,148.1,101,14.02,164.9,2,3.32,12.3,"no",125,9.72,216.0,0,"no"
"353-8849","no",105,"408",1,84,35.05,206.2,138,21.79,256.4,3,2.43,9.0,"no",91,5.27,117.1,0,"no"
"402-3476","no",144,"415",2,87,42.77,251.6,118,16.8,197.6,3,3.29,12.2,"no",97,9.41,209.2,33,"yes"
"338-6018","yes",106,"415",1,111,45.95,270.3,90,18.29,215.2,7,3.89,14.4,"yes",133,11.43,254.0,26,"yes"
"409-3520","no",19,"510",1,97,26.62,156.6,97,19.06,224.2,1,3.05,11.3,"no",135,11.74,260.9,34,"yes"
"357-1085","no",46,"408",1,81,23.7,139.4,113,19.01,223.7,6,3.67,13.6,"no",77,7.79,173.1,0,"no"
"353-3285","no",127,"510",2,108,37.43,220.2,124,16.01,188.4,3,3.16,11.7,"no",113,7.77,172.7,0,"no"
"409-9885","no",9,"415",1,108,36.4,214.1,115,14.38,169.2,3,2.73,10.1,"no",117,8.54,189.7,39,"yes"
"388-7701","no",157,"415",1,74,33.32,196.0,96,18.14,213.4,6,2.13,7.9,"no",81,8.86,196.8,0,"no"
"385-8184","yes",105,"415",6,71,18.09,106.4,83,20.41,240.1,4,1.43,5.3,"no",114,6.65,147.7,0,"no"
"345-2863","no",105,"415",0,113,30.5,179.4,100,23.41,275.4,5,2.7,10.0,"no",105,11.07,246.1,29,"yes"
"353-6300","no",155,"408",2,30,36.84,216.7,125,12.27,144.3,1,2.92,10.8,"no",106,6.09,135.3,0,"no"
"389-5649","no",31,"415",0,129,30.14,177.3,105,12.99,152.8,2,1.38,5.1,"no",92,7.33,162.9,0,"no"
"378-8137","no",161,"415",1,117,25.77,151.6,87,18.65,219.4,5,1.08,4.0,"no",68,10.11,224.7,0,"no"
"340-4627","no",95,"408",0,123,44.57,262.2,82,14.04,165.2,5,2.86,10.6,"no",57,8.74,194.3,32,"yes"
"352-6833","no",122,"415",3,110,29.51,173.6,84,7.79,91.7,7,2.62,9.7,"no",103,9.53,211.7,0,"no"
"420-2000","no",37,"415",2,76,18.12,106.6,89,12.53,147.4,8,2.59,9.6,"yes",113,10.61,235.8,0,"no"
"368-5437","yes",132,"415",5,106,32.86,193.3,94,10.91,128.3,4,3.13,11.6,"no",119,7.29,162.1,0,"no"
"418-8170","no",119,"408",0,94,36.92,217.2,52,11.79,138.7,4,3.05,11.3,"no",85,6.27,139.3,24,"yes"
"403-9417","no",16,"408",1,89,35.62,209.5,85,14.69,172.8,4,2.38,8.8,"no",102,4.23,94.1,0,"no"
"330-6165","no",99,"408",1,105,16.22,95.4,101,17.61,207.2,5,1.51,5.6,"no",117,6.12,136.0,0,"no"
"412-4185","no",76,"408",1,110,36.48,214.6,87,17.44,205.2,2,2.19,8.1,"no",140,6.06,134.6,26,"yes"
"409-4734","yes",167,"415",4,120,22.37,131.6,96,17.96,211.3,4,3.0,11.1,"no",97,7.57,168.3,0,"no"
"348-9828","no",129,"415",1,117,28.63,168.4,129,18.45,217.1,7,3.19,11.8,"no",100,3.67,81.6,0,"no"
"418-8850","no",116,"408",1,123,24.89,146.4,113,15.01,176.6,5,2.11,7.8,"no",102,9.57,212.6,0,"no"
"330-8351","no",60,"415",1,110,31.11,183.0,93,17.57,206.7,6,3.0,11.1,"yes",119,9.17,203.8,0,"no"
"347-7773","no",128,"415",0,122,17.56,103.3,123,20.9,245.9,7,1.73,6.4,"no",95,7.25,161.1,0,"no"
"392-6841","no",47,"408",0,70,19.07,112.2,106,13.16,154.8,2,2.86,10.6,"no",105,7.5,166.7,28,"yes"
"354-2189","no",40,"510",3,55,29.02,170.7,108,15.22,179.1,9,2.21,8.2,"yes",89,12.69,281.9,0,"no"
"349-9060","no",173,"510",0,78,29.33,172.5,91,12.12,142.6,2,2.94,10.9,"no",63,4.59,102.0,0,"no"
"334-1311","no",157,"510",1,107,33.03,194.3,108,20.67,243.2,5,1.92,7.1,"no",114,14.5,322.2,30,"yes"
"415-3120","no",66,"408",2,117,31.93,187.8,90,11.03,129.8,3,3.24,12.0,"no",113,5.95,132.3,32,"yes"
"387-5891","no",50,"415",0,94,52.21,307.1,78,24.6,289.4,3,2.16,8.0,"yes",109,7.87,174.9,26,"yes"
"368-8026","no",72,"415",3,106,20.09,118.2,136,14.21,167.2,3,3.29,12.2,"no",106,9.64,214.2,0,"no"
"332-9446","no",130,"510",1,95,26.18,154.0,106,17.5,205.9,1,3.48,12.9,"no",75,10.52,233.7,0,"no"
"393-5284","no",143,"408",1,101,26.44,155.5,89,18.14,213.4,11,2.05,7.6,"no",61,10.71,237.9,0,"no"
"376-1677","no",89,"510",1,108,21.35,125.6,90,18.11,213.0,5,1.46,5.4,"yes",108,8.18,181.7,0,"no"
"392-2268","no",108,"415",0,104,33.88,199.3,92,19.06,224.2,2,4.1,15.2,"no",57,6.3,140.1,0,"no"
"396-4311","no",32,"408",1,88,26.84,157.9,132,15.37,180.8,3,3.46,12.8,"no",102,5.96,132.5,0,"no"
"363-4005","no",166,"415",2,81,34.58,203.4,110,14.25,167.7,5,2.48,9.2,"no",124,5.94,132.0,0,"no"
"344-9966","no",109,"408",1,113,37.77,222.2,122,18.57,218.5,5,2.94,10.9,"no",88,11.97,266.0,0,"no"
"337-7377","no",72,"408",1,98,15.78,92.8,115,23.05,271.2,7,1.57,5.8,"no",83,7.52,167.1,39,"yes"
"373-7037","no",134,"415",0,78,36.86,216.8,111,8.69,102.2,2,2.32,8.6,"no",83,7.83,174.0,32,"yes"
"356-7580","no",13,"415",4,89,32.84,193.2,90,16.52,194.4,2,2.62,9.7,"no",104,8.39,186.5,0,"no"
"390-3401","no",90,"415",3,108,19.24,113.2,63,16.09,189.3,4,3.81,14.1,"no",124,12.23,271.8,0,"no"
"350-9313","no",111,"415",3,54,28.25,166.2,109,20.3,238.8,2,3.02,11.2,"no",92,4.9,108.8,36,"yes"
"420-9009","no",101,"408",1,101,44.57,262.2,80,13.35,157.0,14,1.97,7.3,"no",100,5.81,129.1,23,"yes"
"415-2641","no",72,"415",0,92,35.33,207.8,110,16.63,195.7,4,3.54,13.1,"no",124,8.32,184.8,0,"no"
"392-4929","no",67,"510",1,89,41.72,245.4,102,12.6,148.2,6,2.03,7.5,"no",136,12.33,274.0,35,"yes"
"346-5068","yes",172,"408",3,108,48.81,287.1,125,15.16,178.4,2,3.89,14.4,"no",98,6.89,153.2,0,"no"
"389-2631","no",154,"510",2,82,32.69,192.3,134,14.05,165.3,1,2.43,9.0,"no",74,9.23,205.0,32,"yes"
"368-3808","no",69,"510",2,122,33.01,194.2,81,20.58,242.1,3,2.62,9.7,"no",80,9.71,215.8,0,"no"
"406-8599","no",123,"415",3,92,35.87,211.0,102,18.45,217.0,7,2.65,9.8,"no",104,9.67,214.8,0,"no"
"386-7456","no",130,"415",0,92,24.12,141.9,102,19.46,228.9,5,2.35,8.7,"no",101,8.78,195.1,12,"yes"
"357-4936","no",142,"415",2,94,37.49,220.5,126,20.36,239.5,9,1.59,5.9,"no",109,11.44,254.3,26,"yes"
"397-7411","no",29,"415",1,122,26.76,157.4,75,12.33,145.0,2,2.51,9.3,"no",92,12.68,281.8,0,"no"
"353-6218","no",87,"408",0,106,24.4,143.5,147,19.0,223.5,5,3.02,11.2,"no",69,7.89,175.4,28,"yes"
"369-5942","no",149,"415",0,56,26.52,156.0,116,4.76,56.0,8,2.4,8.9,"no",104,7.35,163.3,0,"no"
"416-8543","no",146,"408",2,63,27.22,160.1,112,17.71,208.4,3,2.48,9.2,"yes",98,7.99,177.6,0,"no"
"358-4576","yes",88,"415",4,98,39.97,235.1,79,21.4,251.8,2,1.94,7.2,"yes",76,12.87,285.9,0,"no"
"352-5118","yes",119,"415",5,95,27.2,160.0,110,17.81,209.5,5,2.35,8.7,"yes",107,3.7,82.3,15,"yes"
"408-2621","no",48,"510",1,63,32.03,188.4,89,14.1,165.9,2,3.56,13.2,"no",71,9.26,205.7,0,"no"
"353-3994","no",135,"415",1,97,33.12,194.8,118,20.0,235.3,3,2.97,11.0,"no",126,7.85,174.4,0,"no"
"367-4277","no",100,"510",1,117,42.13,247.8,95,11.05,130.0,2,1.86,6.9,"no",125,6.04,134.3,0,"no"
"354-3237","no",98,"415",4,80,37.6,221.2,104,18.16,213.6,3,3.21,11.9,"no",89,13.13,291.8,0,"no"
"394-8504","no",75,"510",2,86,20.15,118.5,118,18.18,213.9,3,3.62,13.4,"no",99,5.97,132.6,26,"yes"
"370-4139","no",180,"415",1,78,39.41,231.8,79,19.8,232.9,4,2.05,7.6,"no",121,9.31,206.9,33,"yes"
"382-6135","no",100,"415",1,90,36.7,215.9,92,21.92,257.9,4,3.13,11.6,"no",157,8.11,180.2,25,"yes"
"359-5718","no",119,"415",2,92,36.91,217.1,134,18.77,220.8,5,2.16,8.0,"no",93,11.23,249.5,35,"yes"
"385-3111","no",86,"415",0,96,14.2,83.5,63,18.79,221.1,3,3.4,12.6,"no",75,15.74,349.7,0,"no"
"353-4880","no",155,"408",1,106,31.16,183.3,101,17.43,205.1,7,1.38,5.1,"no",90,11.87,263.7,39,"yes"
"343-7019","yes",78,"415",1,141,40.26,236.8,101,22.55,265.3,2,2.57,9.5,"yes",77,6.86,152.4,0,"no"
"419-6133","no",153,"415",1,90,32.95,193.8,121,16.6,195.3,3,2.3,8.5,"no",108,8.22,182.7,0,"no"
"350-7344","no",92,"510",0,112,22.78,134.0,111,17.51,206.0,4,2.62,9.7,"no",118,8.13,180.6,25,"yes"
"397-6064","no",13,"510",2,65,30.02,176.6,96,14.68,172.7,5,3.05,11.3,"no",128,4.7,104.5,25,"yes"
"363-6896","no",154,"415",3,93,32.54,191.4,119,17.46,205.4,3,2.75,10.2,"no",121,9.26,205.7,0,"no"
"416-9021","no",144,"510",0,127,29.72,174.8,93,18.67,219.6,3,3.46,12.8,"yes",90,11.51,255.8,35,"yes"
"408-3269","no",48,"408",1,67,46.78,275.2,108,15.32,180.2,2,2.13,7.9,"no",110,7.15,159.0,0,"no"
"408-9463","no",94,"408",1,85,29.58,174.0,114,20.49,241.1,1,2.13,7.9,"no",94,9.35,207.8,0,"no"
"340-7062","no",139,"415",1,132,28.05,165.0,86,21.22,249.7,8,3.4,12.6,"no",128,7.66,170.3,0,"no"
"417-4309","no",126,"415",1,102,38.88,228.7,99,14.34,168.7,4,3.19,11.8,"no",100,10.06,223.5,0,"no"
"421-2659","no",122,"415",2,88,18.34,107.9,109,20.04,235.8,3,2.57,9.5,"no",119,10.29,228.6,0,"no"
"383-2017","no",139,"510",1,140,37.62,221.3,89,13.41,157.8,6,3.05,11.3,"no",89,8.66,192.5,0,"no"
"411-6294","no",95,"415",3,84,23.99,141.1,108,17.97,211.4,6,1.59,5.9,"no",127,4.67,103.7,0,"no"
"332-9525","no",80,"408",4,92,28.29,166.4,74,20.26,238.3,4,2.89,10.7,"no",84,6.78,150.7,31,"yes"
"401-5012","no",131,"415",3,87,42.43,249.6,138,19.31,227.2,3,2.05,7.6,"no",92,10.8,239.9,28,"yes"
"368-8835","no",36,"510",1,83,30.36,178.6,103,18.11,213.1,5,2.94,10.9,"no",119,8.91,198.0,0,"no"
"351-1382","no",180,"510",2,96,23.63,139.0,64,19.12,224.9,5,4.24,15.7,"no",118,7.69,170.8,0,"no"
"359-7694","no",25,"415",2,98,22.83,134.3,109,17.2,202.3,5,3.4,12.6,"no",100,8.82,195.9,0,"no"
"419-5505","no",113,"415",3,93,36.7,215.9,85,20.41,240.1,5,1.32,4.9,"no",123,7.05,156.7,0,"no"
"341-4570","no",88,"415",1,91,30.87,181.6,120,18.12,213.2,4,3.08,11.4,"no",104,9.35,207.8,31,"yes"
"366-6991","no",120,"415",1,97,30.33,178.4,113,14.31,168.3,9,2.51,9.3,"no",93,5.42,120.5,0,"no"
"377-7399","no",74,"415",1,84,18.09,106.4,104,11.92,140.2,3,3.08,11.4,"no",81,4.09,90.9,0,"no"
"377-9092","no",109,"510",2,101,29.02,170.7,82,20.42,240.2,4,3.08,11.4,"no",112,5.36,119.0,0,"no"
"373-6681","no",162,"510",0,139,31.37,184.5,78,15.57,183.2,6,3.32,12.3,"no",106,5.73,127.4,33,"yes"
"417-7736","no",124,"510",1,109,27.4,161.2,79,17.36,204.2,4,2.4,8.9,"no",87,10.42,231.5,37,"yes"
